Date,WeekDayName,WeekDayNameShort,WeekdayIndex,WeekNumber,MonthName,MonthNameShort,MonthIndex,Module,AcademicYear,AcademicYearShort,AcademicYearStart,AcademicYearEnd,FullModuleName,ModuleIndex
16/08/2019,Friday,Fri,5,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
17/08/2019,Saturday,Sat,6,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
18/08/2019,Sunday,Sun,7,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
19/08/2019,Monday,Mon,1,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
20/08/2019,Tuesday,Tue,2,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
21/08/2019,Wednesday,Wed,3,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
22/08/2019,Thursday,Thu,4,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
23/08/2019,Friday,Fri,5,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
24/08/2019,Saturday,Sat,6,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
25/08/2019,Sunday,Sun,7,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
26/08/2019,Monday,Mon,1,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
27/08/2019,Tuesday,Tue,2,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
28/08/2019,Wednesday,Wed,3,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
29/08/2019,Thursday,Thu,4,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
30/08/2019,Friday,Fri,5,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
31/08/2019,Saturday,Sat,6,1,August,Aug,0,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
01/09/2019,Sunday,Sun,7,0,September,Sep,1,Module 6,2018-19,0,2018,0,2018-19 Module 6,6
02/09/2019,Monday,Mon,1,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
03/09/2019,Tuesday,Tue,2,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
04/09/2019,Wednesday,Wed,3,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
05/09/2019,Thursday,Thu,4,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
06/09/2019,Friday,Fri,5,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
07/09/2019,Saturday,Sat,6,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
08/09/2019,Sunday,Sun,7,80,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
09/09/2019,Monday,Mon,1,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
10/09/2019,Tuesday,Tue,2,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
11/09/2019,Wednesday,Wed,3,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
12/09/2019,Thursday,Thu,4,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
13/09/2019,Friday,Fri,5,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
14/09/2019,Saturday,Sat,6,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
15/09/2019,Sunday,Sun,7,81,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
16/09/2019,Monday,Mon,1,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
17/09/2019,Tuesday,Tue,2,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
18/09/2019,Wednesday,Wed,3,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
19/09/2019,Thursday,Thu,4,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
20/09/2019,Friday,Fri,5,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
21/09/2019,Saturday,Sat,6,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
22/09/2019,Sunday,Sun,7,82,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
23/09/2019,Monday,Mon,1,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
24/09/2019,Tuesday,Tue,2,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
25/09/2019,Wednesday,Wed,3,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
26/09/2019,Thursday,Thu,4,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
27/09/2019,Friday,Fri,5,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
28/09/2019,Saturday,Sat,6,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
29/09/2019,Sunday,Sun,7,83,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
30/09/2019,Monday,Mon,1,84,September,Sep,1,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
01/10/2019,Tuesday,Tue,2,84,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
02/10/2019,Wednesday,Wed,3,84,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
03/10/2019,Thursday,Thu,4,84,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
04/10/2019,Friday,Fri,5,84,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
05/10/2019,Saturday,Sat,6,84,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
06/10/2019,Sunday,Sun,7,84,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
07/10/2019,Monday,Mon,1,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
08/10/2019,Tuesday,Tue,2,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
09/10/2019,Wednesday,Wed,3,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
10/10/2019,Thursday,Thu,4,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
11/10/2019,Friday,Fri,5,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
12/10/2019,Saturday,Sat,6,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
13/10/2019,Sunday,Sun,7,85,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
14/10/2019,Monday,Mon,1,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
15/10/2019,Tuesday,Tue,2,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
16/10/2019,Wednesday,Wed,3,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
17/10/2019,Thursday,Thu,4,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
18/10/2019,Friday,Fri,5,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
19/10/2019,Saturday,Sat,6,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
20/10/2019,Sunday,Sun,7,86,October,Oct,2,Module 1,2019-20,19/20,2019,2020,2019-20 Module 1,1
21/10/2019,Monday,Mon,1,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
22/10/2019,Tuesday,Tue,2,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
23/10/2019,Wednesday,Wed,3,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
24/10/2019,Thursday,Thu,4,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
25/10/2019,Friday,Fri,5,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
26/10/2019,Saturday,Sat,6,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
27/10/2019,Sunday,Sun,7,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
28/10/2019,Monday,Mon,1,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
29/10/2019,Tuesday,Tue,2,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
30/10/2019,Wednesday,Wed,3,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
31/10/2019,Thursday,Thu,4,0,October,Oct,2,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
01/11/2019,Friday,Fri,5,0,November,Nov,3,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
02/11/2019,Saturday,Sat,6,0,November,Nov,3,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
03/11/2019,Sunday,Sun,7,0,November,Nov,3,Module 1,2019-20,0,2019,0,2019-20 Module 1,1
04/11/2019,Monday,Mon,1,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
05/11/2019,Tuesday,Tue,2,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
06/11/2019,Wednesday,Wed,3,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
07/11/2019,Thursday,Thu,4,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
08/11/2019,Friday,Fri,5,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
09/11/2019,Saturday,Sat,6,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
10/11/2019,Sunday,Sun,7,87,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
11/11/2019,Monday,Mon,1,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
12/11/2019,Tuesday,Tue,2,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
13/11/2019,Wednesday,Wed,3,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
14/11/2019,Thursday,Thu,4,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
15/11/2019,Friday,Fri,5,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
16/11/2019,Saturday,Sat,6,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
17/11/2019,Sunday,Sun,7,88,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
18/11/2019,Monday,Mon,1,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
19/11/2019,Tuesday,Tue,2,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
20/11/2019,Wednesday,Wed,3,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
21/11/2019,Thursday,Thu,4,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
22/11/2019,Friday,Fri,5,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
23/11/2019,Saturday,Sat,6,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
24/11/2019,Sunday,Sun,7,89,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
25/11/2019,Monday,Mon,1,90,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
26/11/2019,Tuesday,Tue,2,90,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
27/11/2019,Wednesday,Wed,3,90,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
28/11/2019,Thursday,Thu,4,90,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
29/11/2019,Friday,Fri,5,90,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
30/11/2019,Saturday,Sat,6,90,November,Nov,3,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
01/12/2019,Sunday,Sun,7,90,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
02/12/2019,Monday,Mon,1,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
03/12/2019,Tuesday,Tue,2,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
04/12/2019,Wednesday,Wed,3,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
05/12/2019,Thursday,Thu,4,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
06/12/2019,Friday,Fri,5,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
07/12/2019,Saturday,Sat,6,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
08/12/2019,Sunday,Sun,7,91,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
09/12/2019,Monday,Mon,1,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
10/12/2019,Tuesday,Tue,2,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
11/12/2019,Wednesday,Wed,3,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
12/12/2019,Thursday,Thu,4,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
13/12/2019,Friday,Fri,5,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
14/12/2019,Saturday,Sat,6,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
15/12/2019,Sunday,Sun,7,92,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
16/12/2019,Monday,Mon,1,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
17/12/2019,Tuesday,Tue,2,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
18/12/2019,Wednesday,Wed,3,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
19/12/2019,Thursday,Thu,4,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
20/12/2019,Friday,Fri,5,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
21/12/2019,Saturday,Sat,6,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
22/12/2019,Sunday,Sun,7,93,December,Dec,4,Module 2,2019-20,19/20,2019,2020,2019-20 Module 2,2
23/12/2019,Monday,Mon,1,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
24/12/2019,Tuesday,Tue,2,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
25/12/2019,Wednesday,Wed,3,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
26/12/2019,Thursday,Thu,4,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
27/12/2019,Friday,Fri,5,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
28/12/2019,Saturday,Sat,6,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
29/12/2019,Sunday,Sun,7,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
30/12/2019,Monday,Mon,1,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
31/12/2019,Tuesday,Tue,2,0,December,Dec,4,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
01/01/2020,Wednesday,Wed,3,0,January,Jan,5,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
02/01/2020,Thursday,Thu,4,0,January,Jan,5,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
03/01/2020,Friday,Fri,5,0,January,Jan,5,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
04/01/2020,Saturday,Sat,6,0,January,Jan,5,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
05/01/2020,Sunday,Sun,7,0,January,Jan,5,Module 2,2019-20,0,2019,0,2019-20 Module 2,2
06/01/2020,Monday,Mon,1,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
07/01/2020,Tuesday,Tue,2,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
08/01/2020,Wednesday,Wed,3,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
09/01/2020,Thursday,Thu,4,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
10/01/2020,Friday,Fri,5,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
11/01/2020,Saturday,Sat,6,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
12/01/2020,Sunday,Sun,7,94,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
13/01/2020,Monday,Mon,1,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
14/01/2020,Tuesday,Tue,2,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
15/01/2020,Wednesday,Wed,3,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
16/01/2020,Thursday,Thu,4,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
17/01/2020,Friday,Fri,5,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
18/01/2020,Saturday,Sat,6,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
19/01/2020,Sunday,Sun,7,95,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
20/01/2020,Monday,Mon,1,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
21/01/2020,Tuesday,Tue,2,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
22/01/2020,Wednesday,Wed,3,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
23/01/2020,Thursday,Thu,4,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
24/01/2020,Friday,Fri,5,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
25/01/2020,Saturday,Sat,6,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
26/01/2020,Sunday,Sun,7,96,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
27/01/2020,Monday,Mon,1,97,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
28/01/2020,Tuesday,Tue,2,97,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
29/01/2020,Wednesday,Wed,3,97,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
30/01/2020,Thursday,Thu,4,97,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
31/01/2020,Friday,Fri,5,97,January,Jan,5,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
01/02/2020,Saturday,Sat,6,97,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
02/02/2020,Sunday,Sun,7,97,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
03/02/2020,Monday,Mon,1,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
04/02/2020,Tuesday,Tue,2,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
05/02/2020,Wednesday,Wed,3,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
06/02/2020,Thursday,Thu,4,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
07/02/2020,Friday,Fri,5,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
08/02/2020,Saturday,Sat,6,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
09/02/2020,Sunday,Sun,7,98,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
10/02/2020,Monday,Mon,1,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
11/02/2020,Tuesday,Tue,2,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
12/02/2020,Wednesday,Wed,3,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
13/02/2020,Thursday,Thu,4,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
14/02/2020,Friday,Fri,5,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
15/02/2020,Saturday,Sat,6,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
16/02/2020,Sunday,Sun,7,99,February,Feb,6,Module 3,2019-20,19/20,2019,2020,2019-20 Module 3,3
17/02/2020,Monday,Mon,1,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
18/02/2020,Tuesday,Tue,2,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
19/02/2020,Wednesday,Wed,3,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
20/02/2020,Thursday,Thu,4,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
21/02/2020,Friday,Fri,5,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
22/02/2020,Saturday,Sat,6,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
23/02/2020,Sunday,Sun,7,0,February,Feb,6,Module 3,2019-20,0,2019,0,2019-20 Module 3,3
24/02/2020,Monday,Mon,1,100,February,Feb,6,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
25/02/2020,Tuesday,Tue,2,100,February,Feb,6,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
26/02/2020,Wednesday,Wed,3,100,February,Feb,6,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
27/02/2020,Thursday,Thu,4,100,February,Feb,6,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
28/02/2020,Friday,Fri,5,100,February,Feb,6,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
29/02/2020,Saturday,Sat,6,100,February,Feb,6,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
01/03/2020,Sunday,Sun,7,100,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
02/03/2020,Monday,Mon,1,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
03/03/2020,Tuesday,Tue,2,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
04/03/2020,Wednesday,Wed,3,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
05/03/2020,Thursday,Thu,4,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
06/03/2020,Friday,Fri,5,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
07/03/2020,Saturday,Sat,6,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
08/03/2020,Sunday,Sun,7,101,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
09/03/2020,Monday,Mon,1,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
10/03/2020,Tuesday,Tue,2,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
11/03/2020,Wednesday,Wed,3,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
12/03/2020,Thursday,Thu,4,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
13/03/2020,Friday,Fri,5,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
14/03/2020,Saturday,Sat,6,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
15/03/2020,Sunday,Sun,7,102,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
16/03/2020,Monday,Mon,1,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
17/03/2020,Tuesday,Tue,2,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
18/03/2020,Wednesday,Wed,3,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
19/03/2020,Thursday,Thu,4,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
20/03/2020,Friday,Fri,5,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
21/03/2020,Saturday,Sat,6,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
22/03/2020,Sunday,Sun,7,103,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
23/03/2020,Monday,Mon,1,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
24/03/2020,Tuesday,Tue,2,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
25/03/2020,Wednesday,Wed,3,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
26/03/2020,Thursday,Thu,4,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
27/03/2020,Friday,Fri,5,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
28/03/2020,Saturday,Sat,6,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
29/03/2020,Sunday,Sun,7,104,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
30/03/2020,Monday,Mon,1,105,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
31/03/2020,Tuesday,Tue,2,105,March,Mar,7,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
01/04/2020,Wednesday,Wed,3,105,April,Apr,8,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
02/04/2020,Thursday,Thu,4,105,April,Apr,8,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
03/04/2020,Friday,Fri,5,105,April,Apr,8,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
04/04/2020,Saturday,Sat,6,105,April,Apr,8,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
05/04/2020,Sunday,Sun,7,105,April,Apr,8,Module 4,2019-20,19/20,2019,2020,2019-20 Module 4,4
